,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
87,"frozenset({'popcorn jerky', 'packaged cheese'})",frozenset({'oils vinegars'}),0.001364256480218281,0.008185538881309686,0.001364256480218281,1.0,122.16666666666667,0.0013530893057553757,inf
88,"frozenset({'popcorn jerky', 'oils vinegars'})",frozenset({'packaged cheese'}),0.001364256480218281,0.054570259208731244,0.001364256480218281,1.0,18.325,0.001289808650465578,inf
89,"frozenset({'packaged cheese', 'oils vinegars'})",frozenset({'popcorn jerky'}),0.001364256480218281,0.004092769440654843,0.001364256480218281,1.0,244.33333333333334,0.0013586728929868284,inf
90,"frozenset({'popcorn jerky', 'packaged cheese', 'oils vinegars'})",frozenset({'fresh fruits'}),0.001364256480218281,0.13369713506139155,0.001364256480218281,1.0,7.479591836734693,0.001181859297324159,inf
91,"frozenset({'popcorn jerky', 'packaged cheese', 'fresh fruits'})",frozenset({'oils vinegars'}),0.001364256480218281,0.008185538881309686,0.001364256480218281,1.0,122.16666666666667,0.0013530893057553757,inf
92,"frozenset({'popcorn jerky', 'oils vinegars', 'fresh fruits'})",frozenset({'packaged cheese'}),0.001364256480218281,0.054570259208731244,0.001364256480218281,1.0,18.325,0.001289808650465578,inf
93,"frozenset({'packaged cheese', 'oils vinegars', 'fresh fruits'})",frozenset({'popcorn jerky'}),0.001364256480218281,0.004092769440654843,0.001364256480218281,1.0,244.33333333333334,0.0013586728929868284,inf
94,"frozenset({'popcorn jerky', 'packaged cheese'})","frozenset({'oils vinegars', 'fresh fruits'})",0.001364256480218281,0.002728512960436562,0.001364256480218281,1.0,366.5,0.001360534088730646,inf
95,"frozenset({'popcorn jerky', 'oils vinegars'})","frozenset({'packaged cheese', 'fresh fruits'})",0.001364256480218281,0.004092769440654843,0.001364256480218281,1.0,244.33333333333334,0.0013586728929868284,inf
97,"frozenset({'packaged cheese', 'oils vinegars'})","frozenset({'popcorn jerky', 'fresh fruits'})",0.001364256480218281,0.002728512960436562,0.001364256480218281,1.0,366.5,0.001360534088730646,inf
99,"frozenset({'frozen breakfast', 'packaged cheese'})",frozenset({'fresh vegetables'}),0.001364256480218281,0.11323328785811733,0.001364256480218281,1.0,8.831325301204819,0.0012097772334814226,inf
100,"frozenset({'frozen breakfast', 'fresh vegetables'})",frozenset({'packaged cheese'}),0.001364256480218281,0.054570259208731244,0.001364256480218281,1.0,18.325,0.001289808650465578,inf
101,frozenset({'body lotions soap'}),frozenset({'soft drinks'}),0.001364256480218281,0.008185538881309686,0.001364256480218281,1.0,122.16666666666667,0.0013530893057553757,inf
103,"frozenset({'digestion', 'baby food formula'})",frozenset({'packaged vegetables fruits'}),0.001364256480218281,0.06684856753069578,0.001364256480218281,1.0,14.959183673469386,0.00127305788877122,inf
104,"frozenset({'digestion', 'packaged vegetables fruits'})",frozenset({'baby food formula'}),0.001364256480218281,0.17871759890859482,0.001364256480218281,1.0,5.595419847328245,0.001120439837778179,inf
106,frozenset({'bulk grains rice dried goods'}),frozenset({'spreads'}),0.001364256480218281,0.010914051841746248,0.001364256480218281,1.0,91.625,0.0013493669142677404,inf
107,frozenset({'marinades meat preparation'}),frozenset({'frozen produce'}),0.001364256480218281,0.020463847203274217,0.001364256480218281,1.0,48.86666666666666,0.0013363385440610174,inf
111,"frozenset({'trail mix snack mix', 'baby food formula'})",frozenset({'packaged vegetables fruits'}),0.001364256480218281,0.06684856753069578,0.001364256480218281,1.0,14.959183673469386,0.00127305788877122,inf
112,"frozenset({'trail mix snack mix', 'packaged vegetables fruits'})",frozenset({'baby food formula'}),0.001364256480218281,0.17871759890859482,0.001364256480218281,1.0,5.595419847328245,0.001120439837778179,inf
113,frozenset({'trail mix snack mix'}),"frozenset({'baby food formula', 'packaged vegetables fruits'})",0.001364256480218281,0.008185538881309686,0.001364256480218281,1.0,122.16666666666667,0.0013530893057553757,inf
114,frozenset({'trail mix snack mix'}),frozenset({'baby food formula'}),0.001364256480218281,0.17871759890859482,0.001364256480218281,1.0,5.595419847328245,0.001120439837778179,inf
115,frozenset({'trail mix snack mix'}),frozenset({'packaged vegetables fruits'}),0.001364256480218281,0.06684856753069578,0.001364256480218281,1.0,14.959183673469386,0.00127305788877122,inf
116,"frozenset({'baby food formula', 'packaged poultry'})",frozenset({'fresh fruits'}),0.001364256480218281,0.13369713506139155,0.001364256480218281,1.0,7.479591836734693,0.001181859297324159,inf
117,"frozenset({'packaged poultry', 'fresh fruits'})",frozenset({'baby food formula'}),0.001364256480218281,0.17871759890859482,0.001364256480218281,1.0,5.595419847328245,0.001120439837778179,inf
119,frozenset({'feminine care'}),frozenset({'fresh fruits'}),0.001364256480218281,0.13369713506139155,0.001364256480218281,1.0,7.479591836734693,0.001181859297324159,inf
123,"frozenset({'refrigerated', 'fresh vegetables'})",frozenset({'baby food formula'}),0.001364256480218281,0.17871759890859482,0.001364256480218281,1.0,5.595419847328245,0.001120439837778179,inf
124,frozenset({'candy chocolate'}),frozenset({'chips pretzels'}),0.001364256480218281,0.02455661664392906,0.001364256480218281,1.0,40.72222222222222,0.0013307549568295648,inf
125,"frozenset({'milk', 'fresh dips tapenades'})",frozenset({'fresh fruits'}),0.001364256480218281,0.13369713506139155,0.001364256480218281,1.0,7.479591836734693,0.001181859297324159,inf
126,"frozenset({'fresh dips tapenades', 'fresh fruits'})",frozenset({'milk'}),0.001364256480218281,0.04638472032742155,0.001364256480218281,1.0,21.558823529411764,0.0013009758249284836,inf
127,"frozenset({'fresh dips tapenades', 'frozen appetizers sides'})",frozenset({'yogurt'}),0.001364256480218281,0.08867667121418826,0.001364256480218281,1.0,11.276923076923078,0.0012432787568701388,inf
128,"frozenset({'frozen appetizers sides', 'yogurt'})",frozenset({'fresh dips tapenades'}),0.001364256480218281,0.015006821282401092,0.001364256480218281,1.0,66.63636363636363,0.0013437833270362877,inf
129,"frozenset({'fresh dips tapenades', 'yogurt'})",frozenset({'frozen appetizers sides'}),0.001364256480218281,0.010914051841746248,0.001364256480218281,1.0,91.625,0.0013493669142677404,inf
130,"frozenset({'frozen appetizers sides', 'baby food formula'})",frozenset({'packaged vegetables fruits'}),0.001364256480218281,0.06684856753069578,0.001364256480218281,1.0,14.959183673469386,0.00127305788877122,inf
131,"frozenset({'frozen appetizers sides', 'packaged vegetables fruits'})",frozenset({'baby food formula'}),0.001364256480218281,0.17871759890859482,0.001364256480218281,1.0,5.595419847328245,0.001120439837778179,inf
132,"frozenset({'cookies cakes', 'yogurt'})",frozenset({'baby food formula'}),0.001364256480218281,0.17871759890859482,0.001364256480218281,1.0,5.595419847328245,0.001120439837778179,inf
133,"frozenset({'cookies cakes', 'baby food formula'})",frozenset({'yogurt'}),0.001364256480218281,0.08867667121418826,0.001364256480218281,1.0,11.276923076923078,0.0012432787568701388,inf
134,"frozenset({'cookies cakes', 'hot cereal pancake mixes'})",frozenset({'water seltzer sparkling water'}),0.001364256480218281,0.019099590723055934,0.001364256480218281,1.0,52.35714285714286,0.001338199739804835,inf
135,"frozenset({'cookies cakes', 'water seltzer sparkling water'})",frozenset({'hot cereal pancake mixes'}),0.001364256480218281,0.013642564802182811,0.001364256480218281,1.0,73.3,0.0013456445227801052,inf
136,"frozenset({'water seltzer sparkling water', 'hot cereal pancake mixes'})",frozenset({'cookies cakes'}),0.001364256480218281,0.005457025920873124,0.001364256480218281,1.0,183.25,0.0013568116972430108,inf
137,"frozenset({'cream', 'other creams cheeses'})",frozenset({'crackers'}),0.001364256480218281,0.013642564802182811,0.001364256480218281,1.0,73.3,0.0013456445227801052,inf
138,"frozenset({'cream', 'crackers'})",frozenset({'other creams cheeses'}),0.001364256480218281,0.015006821282401092,0.001364256480218281,1.0,66.63636363636363,0.0013437833270362877,inf
140,"frozenset({'frozen meals', 'ice cream ice', 'yogurt'})",frozenset({'baby food formula'}),0.001364256480218281,0.17871759890859482,0.001364256480218281,1.0,5.595419847328245,0.001120439837778179,inf
141,"frozenset({'frozen meals', 'ice cream ice', 'baby food formula'})",frozenset({'yogurt'}),0.001364256480218281,0.08867667121418826,0.001364256480218281,1.0,11.276923076923078,0.0012432787568701388,inf
142,"frozenset({'frozen meals', 'yogurt', 'baby food formula'})",frozenset({'ice cream ice'}),0.001364256480218281,0.01637107776261937,0.001364256480218281,1.0,61.083333333333336,0.0013419221312924701,inf
143,"frozenset({'frozen meals', 'ice cream ice'})","frozenset({'yogurt', 'baby food formula'})",0.001364256480218281,0.013642564802182811,0.001364256480218281,1.0,73.3,0.0013456445227801052,inf
144,"frozenset({'frozen meals', 'yogurt'})","frozenset({'ice cream ice', 'baby food formula'})",0.001364256480218281,0.004092769440654843,0.001364256480218281,1.0,244.33333333333334,0.0013586728929868284,inf
145,"frozenset({'frozen meals', 'baby food formula'})","frozenset({'yogurt', 'ice cream ice'})",0.001364256480218281,0.004092769440654843,0.001364256480218281,1.0,244.33333333333334,0.0013586728929868284,inf
146,"frozenset({'frozen meals', 'ice cream ice'})",frozenset({'baby food formula'}),0.001364256480218281,0.17871759890859482,0.001364256480218281,1.0,5.595419847328245,0.001120439837778179,inf
147,"frozenset({'frozen meals', 'baby food formula'})",frozenset({'ice cream ice'}),0.001364256480218281,0.01637107776261937,0.001364256480218281,1.0,61.083333333333336,0.0013419221312924701,inf
148,"frozenset({'frozen meals', 'yogurt'})",frozenset({'baby food formula'}),0.001364256480218281,0.17871759890859482,0.001364256480218281,1.0,5.595419847328245,0.001120439837778179,inf
149,"frozenset({'frozen meals', 'baby food formula'})",frozenset({'yogurt'}),0.001364256480218281,0.08867667121418826,0.001364256480218281,1.0,11.276923076923078,0.0012432787568701388,inf
150,"frozenset({'frozen meals', 'yogurt'})",frozenset({'ice cream ice'}),0.001364256480218281,0.01637107776261937,0.001364256480218281,1.0,61.083333333333336,0.0013419221312924701,inf
151,"frozenset({'frozen meals', 'ice cream ice'})",frozenset({'yogurt'}),0.001364256480218281,0.08867667121418826,0.001364256480218281,1.0,11.276923076923078,0.0012432787568701388,inf
152,"frozenset({'tortillas flat bread', 'frozen breakfast'})",frozenset({'fresh vegetables'}),0.001364256480218281,0.11323328785811733,0.001364256480218281,1.0,8.831325301204819,0.0012097772334814226,inf
154,"frozenset({'frozen breakfast', 'fresh vegetables'})",frozenset({'tortillas flat bread'}),0.001364256480218281,0.008185538881309686,0.001364256480218281,1.0,122.16666666666667,0.0013530893057553757,inf
155,"frozenset({'tortillas flat bread', 'packaged cheese'})",frozenset({'fresh vegetables'}),0.001364256480218281,0.11323328785811733,0.001364256480218281,1.0,8.831325301204819,0.0012097772334814226,inf
157,"frozenset({'tortillas flat bread', 'frozen breakfast'})",frozenset({'packaged cheese'}),0.001364256480218281,0.054570259208731244,0.001364256480218281,1.0,18.325,0.001289808650465578,inf
158,"frozenset({'tortillas flat bread', 'packaged cheese'})",frozenset({'frozen breakfast'}),0.001364256480218281,0.015006821282401092,0.001364256480218281,1.0,66.63636363636363,0.0013437833270362877,inf
159,"frozenset({'frozen breakfast', 'packaged cheese'})",frozenset({'tortillas flat bread'}),0.001364256480218281,0.008185538881309686,0.001364256480218281,1.0,122.16666666666667,0.0013530893057553757,inf
160,"frozenset({'tortillas flat bread', 'frozen breakfast', 'packaged cheese'})",frozenset({'fresh vegetables'}),0.001364256480218281,0.11323328785811733,0.001364256480218281,1.0,8.831325301204819,0.0012097772334814226,inf
161,"frozenset({'tortillas flat bread', 'frozen breakfast', 'fresh vegetables'})",frozenset({'packaged cheese'}),0.001364256480218281,0.054570259208731244,0.001364256480218281,1.0,18.325,0.001289808650465578,inf
162,"frozenset({'tortillas flat bread', 'packaged cheese', 'fresh vegetables'})",frozenset({'frozen breakfast'}),0.001364256480218281,0.015006821282401092,0.001364256480218281,1.0,66.63636363636363,0.0013437833270362877,inf
163,"frozenset({'frozen breakfast', 'packaged cheese', 'fresh vegetables'})",frozenset({'tortillas flat bread'}),0.001364256480218281,0.008185538881309686,0.001364256480218281,1.0,122.16666666666667,0.0013530893057553757,inf
164,"frozenset({'tortillas flat bread', 'frozen breakfast'})","frozenset({'packaged cheese', 'fresh vegetables'})",0.001364256480218281,0.004092769440654843,0.001364256480218281,1.0,244.33333333333334,0.0013586728929868284,inf
165,"frozenset({'tortillas flat bread', 'packaged cheese'})","frozenset({'frozen breakfast', 'fresh vegetables'})",0.001364256480218281,0.001364256480218281,0.001364256480218281,1.0,733.0,0.0013623952844744635,inf
167,"frozenset({'frozen breakfast', 'packaged cheese'})","frozenset({'tortillas flat bread', 'fresh vegetables'})",0.001364256480218281,0.002728512960436562,0.001364256480218281,1.0,366.5,0.001360534088730646,inf
168,"frozenset({'frozen breakfast', 'fresh vegetables'})","frozenset({'tortillas flat bread', 'packaged cheese'})",0.001364256480218281,0.001364256480218281,0.001364256480218281,1.0,733.0,0.0013623952844744635,inf
169,"frozenset({'instant foods', 'frozen meals'})",frozenset({'fresh vegetables'}),0.001364256480218281,0.11323328785811733,0.001364256480218281,1.0,8.831325301204819,0.0012097772334814226,inf
171,"frozenset({'frozen meals', 'fresh vegetables'})",frozenset({'instant foods'}),0.001364256480218281,0.01637107776261937,0.001364256480218281,1.0,61.083333333333336,0.0013419221312924701,inf
173,"frozenset({'pasta sauce', 'energy granola bars'})",frozenset({'condiments'}),0.001364256480218281,0.008185538881309686,0.001364256480218281,1.0,122.16666666666667,0.0013530893057553757,inf
174,"frozenset({'pasta sauce', 'condiments'})",frozenset({'energy granola bars'}),0.001364256480218281,0.010914051841746248,0.001364256480218281,1.0,91.625,0.0013493669142677404,inf
175,"frozenset({'energy granola bars', 'condiments'})",frozenset({'pasta sauce'}),0.001364256480218281,0.01227830832196453,0.001364256480218281,1.0,81.44444444444444,0.0013475057185239228,inf
177,"frozenset({'water seltzer sparkling water', 'bread'})",frozenset({'fresh fruits'}),0.001364256480218281,0.13369713506139155,0.001364256480218281,1.0,7.479591836734693,0.001181859297324159,inf
178,"frozenset({'water seltzer sparkling water', 'frozen produce'})",frozenset({'packaged vegetables fruits'}),0.001364256480218281,0.06684856753069578,0.001364256480218281,1.0,14.959183673469386,0.00127305788877122,inf
182,frozenset({'indian foods'}),frozenset({'fresh vegetables'}),0.001364256480218281,0.11323328785811733,0.001364256480218281,1.0,8.831325301204819,0.0012097772334814226,inf
183,"frozenset({'yogurt', 'bread'})",frozenset({'packaged cheese'}),0.001364256480218281,0.054570259208731244,0.001364256480218281,1.0,18.325,0.001289808650465578,inf
184,"frozenset({'bread', 'packaged cheese'})",frozenset({'yogurt'}),0.001364256480218281,0.08867667121418826,0.001364256480218281,1.0,11.276923076923078,0.0012432787568701388,inf
186,"frozenset({'ice cream ice', 'packaged cheese'})",frozenset({'baby food formula'}),0.001364256480218281,0.17871759890859482,0.001364256480218281,1.0,5.595419847328245,0.001120439837778179,inf
188,"frozenset({'ice cream ice', 'packaged cheese'})",frozenset({'yogurt'}),0.001364256480218281,0.08867667121418826,0.001364256480218281,1.0,11.276923076923078,0.0012432787568701388,inf
189,"frozenset({'yogurt', 'ice cream ice', 'packaged cheese'})",frozenset({'baby food formula'}),0.001364256480218281,0.17871759890859482,0.001364256480218281,1.0,5.595419847328245,0.001120439837778179,inf
190,"frozenset({'ice cream ice', 'baby food formula', 'packaged cheese'})",frozenset({'yogurt'}),0.001364256480218281,0.08867667121418826,0.001364256480218281,1.0,11.276923076923078,0.0012432787568701388,inf
191,"frozenset({'yogurt', 'baby food formula', 'packaged cheese'})",frozenset({'ice cream ice'}),0.001364256480218281,0.01637107776261937,0.001364256480218281,1.0,61.083333333333336,0.0013419221312924701,inf
192,"frozenset({'ice cream ice', 'packaged cheese'})","frozenset({'yogurt', 'baby food formula'})",0.001364256480218281,0.013642564802182811,0.001364256480218281,1.0,73.3,0.0013456445227801052,inf
194,"frozenset({'baby food formula', 'tea'})",frozenset({'cereal'}),0.001364256480218281,0.013642564802182811,0.001364256480218281,1.0,73.3,0.0013456445227801052,inf
195,"frozenset({'baby food formula', 'cereal'})",frozenset({'tea'}),0.001364256480218281,0.004092769440654843,0.001364256480218281,1.0,244.33333333333334,0.0013586728929868284,inf
196,"frozenset({'tea', 'cereal'})",frozenset({'baby food formula'}),0.001364256480218281,0.17871759890859482,0.001364256480218281,1.0,5.595419847328245,0.001120439837778179,inf
199,"frozenset({'juice nectars', 'fresh vegetables'})",frozenset({'baby food formula'}),0.001364256480218281,0.17871759890859482,0.001364256480218281,1.0,5.595419847328245,0.001120439837778179,inf
200,"frozenset({'cream', 'packaged cheese'})",frozenset({'fresh fruits'}),0.001364256480218281,0.13369713506139155,0.001364256480218281,1.0,7.479591836734693,0.001181859297324159,inf
201,"frozenset({'cream', 'fresh fruits'})",frozenset({'packaged cheese'}),0.001364256480218281,0.054570259208731244,0.001364256480218281,1.0,18.325,0.001289808650465578,inf
202,frozenset({'pickled goods olives'}),frozenset({'tortillas flat bread'}),0.001364256480218281,0.008185538881309686,0.001364256480218281,1.0,122.16666666666667,0.0013530893057553757,inf
